rank,owner_address,owner_type,ownership_sources,non_custodial_direct_cpal,non_custodial_direct_cpal_raw,attributed_backstop_cpal_equivalent,attributed_backstop_cpal_equivalent_raw,unattributed_backstop_custody_cpal,unattributed_backstop_custody_cpal_raw,flattened_total_cpal,flattened_total_cpal_raw,share_of_total_supply_percent_12dp,backstop_pool_count,backstop_pool_names,backstop_pool_addresses
382,GCLV4QX3OYGMUQSEFDJZ46KM5HB77VJXXVLRXSFVBYA6F6FFZBROH5PE,account,direct,1.0479013,10479013,0.0000000,0,0.0000000,0,1.0479013,10479013,0.000007172463,0,,
383,GDTD2EX3Q5VMZWXPRAUFBKJYHNLAHP2L4DSEGLH7TJD4RVXYT6VIGXOG,account,direct,1.0000000,10000000,0.0000000,0,0.0000000,0,1.0000000,10000000,0.000006844597,0,,
384,GAJ6T6AU55OB4BB5XQ4ZC7TUD2SLMDVZRD3LTNY4MN6WI53XERSUWXQJ,account,direct,0.8791329,8791329,0.0000000,0,0.0000000,0,0.8791329,8791329,0.000006017311,0,,
385,GC5CQXTIRFSLTAXNYXOWTCUKQOCPSAAKJZPJYKDS4NP6PI3RHWRIGIPW,account,direct+backstop_attributed,0.8509909,8509909,0.0000050,50,0.0000000,0,0.8509959,8509959,0.000005824724,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
386,GBYLTESD5FBXDQDCJ5IRQ4E5KXNFRZEROLI3WP6REHUVWSK75QW26KRU,account,direct,0.8301402,8301402,0.0000000,0,0.0000000,0,0.8301402,8301402,0.000005681975,0,,
387,GDWLVITTYYSTFDGWY2LQH6SHQTEB4O3IRLCDAEE5CGFLUM4E5C3SLVDI,account,direct+backstop_attributed,0.7841418,7841418,0.0000935,935,0.0000000,0,0.7842353,7842353,0.000005367775,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
388,GB35DW2RBB7Q5Y3T3O2MMHLW22P2CIWK3OBJACR7JEOFJCKTGJDV4CQI,account,direct,0.7340478,7340478,0.0000000,0,0.0000000,0,0.7340478,7340478,0.000005024262,0,,
389,GB4E3WP7E7XCTXUZYQINRURM2JF4DWBMSOK5UECMWFUNLI3XSYMXQYP4,account,direct,0.6451015,6451015,0.0000000,0,0.0000000,0,0.6451015,6451015,0.000004415460,0,,
390,GAMGCOLBE547IOABXNYIAE3ZJQBLXHYRF4Z6EM4LXBIEDF67X5YSABMK,account,direct+backstop_attributed,0.5922962,5922962,0.0000706,706,0.0000000,0,0.5923668,5923668,0.000004054512,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
391,GB6Y24VSBEQUSOLJ6RAM4PCH2GXLM7MGZWUNNLC7ILRLYKQK3BPJTUTI,account,backstop_attributed,0.0000000,0,0.5100065,5100065,0.0000000,0,0.5100065,5100065,0.000003490789,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
392,GAPLXXBHMVBKUNOOOMR2OFHGSWNN5MYFJRMZOECOT6IKY5RV3UGWFVG7,account,direct+backstop_attributed,0.4829238,4829238,0.0000576,576,0.0000000,0,0.4829814,4829814,0.000003305813,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
393,GASND6BBFGDGWDLP2DJCFDAKL7GHHZAYQ6PENFHSHMLEMFKAVLZCDQXJ,account,direct,0.3475208,3475208,0.0000000,0,0.0000000,0,0.3475208,3475208,0.000002378640,0,,
394,GDQI7LOGDRQRM5OXEIEY7TDHUYEHGQ7RX3KOJU3FNUP6HBDHUGWA3I6R,account,direct+backstop_attributed,0.2151157,2151157,0.1000000,1000000,0.0000000,0,0.3151157,3151157,0.000002156840,1,Etherfuse,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI
395,GBEKLFZMC3TEVLRYGYIRLAYWTXBCX43UXXII3JD33FPLQWHRGHEDK6IZ,account,direct+backstop_attributed,0.2259769,2259769,0.0000269,269,0.0000000,0,0.2260038,2260038,0.000001546905,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
396,GAKIIH266BRQY7C2JFZH25HC46O7ULTZOEZNH2NBNWSTFSDZ6BWQQJE2,account,direct,0.2205107,2205107,0.0000000,0,0.0000000,0,0.2205107,2205107,0.000001509307,0,,
397,GAWL2CH2JH5APO5GJZ5OH6SILW4XUFW7Z72FZDAAUOLK5QZTS363QDDC,account,direct,0.1988986,1988986,0.0000000,0,0.0000000,0,0.1988986,1988986,0.000001361380,0,,
398,GDKRZEZ2DKIM4YQBGIY5KO4Z6F6GJH7C4HW2BQZURR2LZXWNEGGXKALI,account,direct,0.1807891,1807891,0.0000000,0,0.0000000,0,0.1807891,1807891,0.000001237428,0,,
399,GDWCQZO3RUW5KI7AEWUKYFW36ZZQ2AOXUR7SO72CDJJKBBAEE44GS2PD,account,direct,0.1720521,1720521,0.0000000,0,0.0000000,0,0.1720521,1720521,0.000001177627,0,,
400,GDA3KH2ACOLTR3PUNSFUGM446EY2CKWLZZOI453KCKYTUEKQTY5ETYN2,account,direct+backstop_attributed,0.1144846,1144846,0.0559704,559704,0.0000000,0,0.1704550,1704550,0.000001166695,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
401,GCBS6RORL7MM3WFOGVRSAP5TVVWTYMS2L5UMQWXPVED3HB6ZGHF7AUPM,account,direct,0.1394907,1394907,0.0000000,0,0.0000000,0,0.1394907,1394907,0.000000954757,0,,
402,GCXAW4AMKEEKU6YFRY3OC7WYXJTG7HOWR6TEN3WRGTUGPIPYRM5NFNUD,account,backstop_attributed,0.0000000,0,0.1121037,1121037,0.0000000,0,0.1121037,1121037,0.000000767304,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
403,GB4DNA2POXXWS6ICI7PX7Z3MPKTIKXBLOK6OVQA7ANTF4EY6RAND6HHX,account,backstop_attributed,0.0000000,0,0.0893581,893581,0.0000000,0,0.0893581,893581,0.000000611620,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
404,GDE2FMUG4YLSEBU2YXEQW7CSAYUWVPO6EI3JCTT4IKCHA2XZV6QJT253,account,backstop_attributed,0.0000000,0,0.0817241,817241,0.0000000,0,0.0817241,817241,0.000000559368,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
405,GD6KB4YPGKONGKSPRVEOUDLSCIAD42XHCB4QWLR5AGNF2ET5T2OUZZQT,account,direct,0.0753868,753868,0.0000000,0,0.0000000,0,0.0753868,753868,0.000000515992,0,,
406,GCL5B4D6HXX7D2XEJTNSEFHN7RH7O5CBL3ZGJYJ4NJRFUSD5QF55DITS,account,backstop_attributed,0.0000000,0,0.0672907,672907,0.0000000,0,0.0672907,672907,0.000000460577,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
407,GD52CPH2SKWSQ37Y6RUXMQMCJGQMSNB3CUYSI43NS6NAEGXIQQYLMDYJ,account,direct,0.0669326,669326,0.0000000,0,0.0000000,0,0.0669326,669326,0.000000458126,0,,
408,GDGDDMVM5Y7WS5RK5BEOTQPUQ2K73MXCOGSF4FKJEPWSDUT4YY3GEJNS,account,backstop_attributed,0.0000000,0,0.0667570,667570,0.0000000,0,0.0667570,667570,0.000000456924,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
409,GD4EN5NB25YLXKTCUV7XPIPDL6RUQEC7L7T7JMB2QMGPFSKAHNMFWGC6,account,backstop_attributed,0.0000000,0,0.0649197,649197,0.0000000,0,0.0649197,649197,0.000000444349,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
410,CCYUN6GE33GF5GB23XLAAY6OENPBHEMIPFNQLD7S5YYTAGJLJLZENX4E,contract,direct,0.0614555,614555,0.0000000,0,0.0000000,0,0.0614555,614555,0.000000420638,0,,
411,GA3GK6POT4ULRSLH3OHNHVOGVGFEUMAWHYEQDM6WNS5NAZ327OGL7II2,account,direct+backstop_attributed,0.0594399,594399,0.0000070,70,0.0000000,0,0.0594469,594469,0.000000406890,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
412,GCRJ56CVFFASF3L5QLPCKE4XNRGC7RE3U2HSDHAFRTZHAY2MQKWU2UQ6,account,direct,0.0496834,496834,0.0000000,0,0.0000000,0,0.0496834,496834,0.000000340062,0,,
413,GAGCFJNK7ETAKASG3WPPYEDHAKGUWA5NJSW7RHPX3RIJPZSPIN2XGLI3,account,backstop_attributed,0.0000000,0,0.0369394,369394,0.0000000,0,0.0369394,369394,0.000000252835,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
414,GDYHVKFQ4FEE76XX2XZCJAS7Y5QTA7MJCQCX5TSPFWVV3L7R6GBCU7TH,account,direct+backstop_attributed,0.0004967,4967,0.0350538,350538,0.0000000,0,0.0355505,355505,0.000000243328,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
415,GDUHSEICX6MRQWRQWW4QQX766FVWTUCOGTLZ5QAH6SL2IVX6NLEIHRKU,account,direct,0.0343425,343425,0.0000000,0,0.0000000,0,0.0343425,343425,0.000000235060,0,,
416,GAJRGT5XHEVATPA2NUQ5JVTBZES32O3LZ5LFLWANOOQI5ENRXIMNKQE4,account,backstop_attributed,0.0000000,0,0.0341156,341156,0.0000000,0,0.0341156,341156,0.000000233507,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
417,GBSSGIYB7STQA53PNB4HTFRZJRGREEF47OB6UF44EPDUZNCAZMUCGTLK,account,backstop_attributed,0.0000000,0,0.0271864,271864,0.0000000,0,0.0271864,271864,0.000000186079,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
418,GCXJ4V7UXFOUS3BQZVWK6HML5TFFJSMPNZQVBTH565BTBV4K24U4BG6N,account,direct,0.0196740,196740,0.0000000,0,0.0000000,0,0.0196740,196740,0.000000134660,0,,
419,GACTXQR2PHJ72GNDIYR4W3Z2X54LCW3E5QKGLW6PTILDYBOUTSN44LB3,account,direct+backstop_attributed,0.0171862,171862,0.0000020,20,0.0000000,0,0.0171882,171882,0.000000117646,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
420,GADRVVR23UCI6GROPWZ3H6K6QGLC7YH5PEYQ3FJHAUZGJMCASMUXQSXX,account,backstop_attributed,0.0000000,0,0.0117992,117992,0.0000000,0,0.0117992,117992,0.000000080760,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
421,GBYG3RGKMZMHDNIDTHS6HL6OK73LMT6HTRAFKQV6EV2NFWNCLLWNEVQ2,account,backstop_attributed,0.0000000,0,0.0106179,106179,0.0000000,0,0.0106179,106179,0.000000072675,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
422,GACAI36BCRAIFTXW7NTH7BQD3UQ7SLFCENNJGICPETTRE7VPOQ6GUWPM,account,direct,0.0084769,84769,0.0000000,0,0.0000000,0,0.0084769,84769,0.000000058020,0,,
423,GBQFUJA7AV254KFQF4JS4VIG4ZK4F74ODYULYA7IYZMLVAY7BAKUU5WS,account,direct,0.0079495,79495,0.0000000,0,0.0000000,0,0.0079495,79495,0.000000054411,0,,
424,GCPGXLK6JEATIMVHTSWC7FBDUG74A7ODI36WV46SMMBVPV35S4AHVVTG,account,direct,0.0072392,72392,0.0000000,0,0.0000000,0,0.0072392,72392,0.000000049549,0,,
425,GCZCKTFEJPCEVLFB3DKZTQVNIBFXL3X3BA4JNBE773TE5LTL3NCD3ICD,account,backstop_attributed,0.0000000,0,0.0055355,55355,0.0000000,0,0.0055355,55355,0.000000037888,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
426,GCGWLP2YIOBV2RISNXBAXPD4E7QNQB2IOEHUFWICAQA2RLBTIKTUJXXD,account,direct,0.0032718,32718,0.0000000,0,0.0000000,0,0.0032718,32718,0.000000022394,0,,
427,GBNVSNJSZMERFCJ3QMYF5HVHW4A75IEH4LUAZE7QNXUADR2L7SL65WVA,account,direct,0.0032128,32128,0.0000000,0,0.0000000,0,0.0032128,32128,0.000000021990,0,,
428,GAEQDQALDK73AIXLXSHUOIPBO6SL5RZYBEVU4UCAYPWHTCTZKOU2EOQ5,account,direct,0.0026716,26716,0.0000000,0,0.0000000,0,0.0026716,26716,0.000000018286,0,,
429,GDMKNQWLH5H476ZFR46AZTL3YAQ3DW657ZAGV5N7QBPBX726YWFBOOTY,account,backstop_attributed,0.0000000,0,0.0024092,24092,0.0000000,0,0.0024092,24092,0.000000016490,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
430,GCPZI7YUQ4WY4IAJDSOXG4XN37KDOZ35GLVF6NGUU7IIGWKHI7Y3HYUX,account,backstop_attributed,0.0000000,0,0.0019974,19974,0.0000000,0,0.0019974,19974,0.000000013671,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
431,GCMZPA75DOJOHVJRHYJ6V2FINMAHERVDL2725IBNMNXMGQETPFLZHYAC,account,backstop_attributed,0.0000000,0,0.0015691,15691,0.0000000,0,0.0015691,15691,0.000000010739,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
432,GDAKRH4QWTW5HB5JZI2XV4UJOHBRXKIW5UXORALVLMQ4L33JZ5K7LZNP,account,backstop_attributed,0.0000000,0,0.0000848,848,0.0000000,0,0.0000848,848,0.000000000580,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
433,CAQQR5SWBXKIGZKPBZDH3KM5GQ5GUTPKB7JAFCINLZBC5WXPJKRG3IM7,contract,backstop_unattributed_residual,0.0000000,0,0.0000000,0,0.0000772,772,0.0000772,772,0.000000000528,0,,
434,GCYI2FG76NF7SYMMYK6EVWCHKIQQ4JRLBRZ42FDJ7KPWVYBQHVGJV6VL,account,backstop_attributed,0.0000000,0,0.0000009,9,0.0000000,0,0.0000009,9,0.000000000006,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
435,GBCXNIUTZENFMJXI7Y4CVOK3OARE5GHAZPSZ2O6CRZYXW6CTR6T2IQFM,account,,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0,0.000000000000,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
